id,name,regime_id/id,description
compliance_code_eu_223147,0B005,product_trade_compliance.regime_eu_dual,"Plant specially designed for the fabrication of ""nuclear reactor"" fuel elements and specially designed or prepared equipment therefor."
compliance_code_eu_223148,0B006,product_trade_compliance.regime_eu_dual,"Plant for the reprocessing of irradiated ""nuclear reactor"" fuel elements, and specially designed or prepared equipment and components therefor."
compliance_code_eu_223149,0B007,product_trade_compliance.regime_eu_dual,"Plant for the conversion of plutonium and equipment specially designed or prepared therefor, as follows:"
compliance_code_eu_223150,0B007.a.,product_trade_compliance.regime_eu_dual,Systems for the conversion of plutonium nitrate to oxide;
compliance_code_eu_223151,0B007.b.,product_trade_compliance.regime_eu_dual,Systems for plutonium metal production.
compliance_code_eu_223152,0C,product_trade_compliance.regime_eu_dual,Materials
compliance_code_eu_223153,0C001,product_trade_compliance.regime_eu_dual,"""Natural uranium"" or ""depleted uranium"" or thorium in the form of metal, alloy, chemical compound or concentrate and any other material containing one or more of the foregoing;"
compliance_code_eu_223154,0C002,product_trade_compliance.regime_eu_dual,"""Special fissile materials"""
compliance_code_eu_223155,0C003,product_trade_compliance.regime_eu_dual,"Deuterium, heavy water (deuterium oxide) and other compounds of deuterium, and mixtures and solutions containing deuterium, in which the isotopic ratio of deuterium to hydrogen exceeds 1:5 000."
compliance_code_eu_223156,0C004,product_trade_compliance.regime_eu_dual,"Graphite having a purity level better than 5 parts per million ‘boron equivalent’ and with a density greater than 1,50 g/cm^3 for use in a ""nuclear reactor"", in quantities exceeding 1 kg."
compliance_code_eu_223157,0C005,product_trade_compliance.regime_eu_dual,"Specially prepared compounds or powders for the manufacture of gaseous diffusion barriers, resistant to corrosion by UF6 (e.g. nickel or alloys containing 60 % by weight or more nickel, aluminium oxide and fully fluorinated hydrocarbon polymers), having a purity of 99,9 % by weight or more and a particle size less than 10 μm measured by ASTM B330 standard and a high degree of particle size uniformity."
compliance_code_eu_223158,0D,product_trade_compliance.regime_eu_dual,Software
compliance_code_eu_223159,0D001,product_trade_compliance.regime_eu_dual,"""Software"" specially designed or modified for the ""development"", ""production"" or ""use"" of goods specified in this Category."
compliance_code_eu_223160,0E,product_trade_compliance.regime_eu_dual,Technology
compliance_code_eu_223161,0E001,product_trade_compliance.regime_eu_dual,"""Technology"" according to the Nuclear Technology Note for the ""development"", ""production"" or ""use"" of goods specified in this Category."
compliance_code_eu_223162,1,product_trade_compliance.regime_eu_dual,CATEGORY 1 – SPECIAL MATERIALS AND RELATED EQUIPMENT
compliance_code_eu_223163,1A,product_trade_compliance.regime_eu_dual,"Systems, Equipment and Components"
compliance_code_eu_223164,1A001,product_trade_compliance.regime_eu_dual,"Components made from fluorinated compounds, as follows:"
compliance_code_eu_223165,1A001.a.,product_trade_compliance.regime_eu_dual,"Seals, gaskets, sealants or fuel bladders, specially designed for ""aircraft"" or aerospace use, made from more than 50 % by weight of any of the materials specified in 1C009.b. or 1C009.c.;"
compliance_code_eu_223166,1A001.b.,product_trade_compliance.regime_eu_dual,Not used;
compliance_code_eu_223167,1A001.c.,product_trade_compliance.regime_eu_dual,Not used.
compliance_code_eu_223168,1A002,product_trade_compliance.regime_eu_dual,"""Composite"" structures or laminates, as follows:"
compliance_code_eu_223169,1A002.a.,product_trade_compliance.regime_eu_dual,Made from any of the following:
compliance_code_eu_223170,1A002.a.1.,product_trade_compliance.regime_eu_dual,"An organic ""matrix"" and ""fibrous or filamentary materials"" specified in 1C010.c. or 1C010.d.: or"
compliance_code_eu_223171,1A002.a.2.,product_trade_compliance.regime_eu_dual,Prepregs or preforms specified in 1C010.e.;
compliance_code_eu_223172,1A002.b.,product_trade_compliance.regime_eu_dual,"Made from a metal or carbon ""matrix"", and any of the following:"
compliance_code_eu_223173,1A002.b.1.,product_trade_compliance.regime_eu_dual,"Carbon ""fibrous or filamentary materials"" having all of the following: a. A ""specific modulus"" exceeding 10,15 × 10^6 m; and b. A ""specific tensile strength"" exceeding 17,7 × 10^4 m; or"
compliance_code_eu_223174,1A002.b.2.,product_trade_compliance.regime_eu_dual,Materials specified in 1C010.c.
compliance_code_eu_223175,1A003,product_trade_compliance.regime_eu_dual,"Manufactures of non-""fusible"" aromatic polyimides in film, sheet, tape or ribbon form having any of the following:"
compliance_code_eu_223176,1A003.a.,product_trade_compliance.regime_eu_dual,"A thickness exceeding 0,254 mm; or"
compliance_code_eu_223177,1A003.b.,product_trade_compliance.regime_eu_dual,"Coated or laminated with carbon, graphite, metals or magnetic substances."
compliance_code_eu_223178,1A004,product_trade_compliance.regime_eu_dual,"Protective and detection equipment and components not specially designed for military use, as follows:"
compliance_code_eu_223179,1A004.a.,product_trade_compliance.regime_eu_dual,"Full face masks, filter canisters and decontamination equipment therefor, designed or modified for defence against any of the following, and specially designed components therefor:"
compliance_code_eu_223180,1A004.a.1.,product_trade_compliance.regime_eu_dual,"""Biological agents"";"
compliance_code_eu_223181,1A004.a.2.,product_trade_compliance.regime_eu_dual,‘Radioactive materials’;
compliance_code_eu_223182,1A004.a.3.,product_trade_compliance.regime_eu_dual,Chemical warfare (CW) agents; or
compliance_code_eu_223183,1A004.a.4.,product_trade_compliance.regime_eu_dual,"""Riot control agents"", including:"
compliance_code_eu_223184,1A004.a.4.a.,product_trade_compliance.regime_eu_dual,"α-Bromobenzeneacetonitrile, (Bromobenzyl cyanide) (CA) (CAS 5798-79-8);"
compliance_code_eu_223185,1A004.a.4.b.,product_trade_compliance.regime_eu_dual,"[(2-Chlorophenyl) methylene] propanedinitrile, (o-Chlorobenzylidenemalononitrile) (CS) (CAS 2698-41-1);"
compliance_code_eu_223186,1A004.a.4.c.,product_trade_compliance.regime_eu_dual,"2-Chloro-1-phenylethanone, Phenylacyl chloride (ω-chloroacetophenone) (CN) (CAS 532-27-4);"
compliance_code_eu_223187,1A004.a.4.d.,product_trade_compliance.regime_eu_dual,"Dibenz-(b,f)-1,4-oxazephine (CR) (CAS 257-07-8);"
compliance_code_eu_223188,1A004.a.4.e.,product_trade_compliance.regime_eu_dual,"10-Chloro-5,10-dihydrophenarsazine, (Phenarsazine chloride), (Adamsite), (DM) (CAS 578-94-9);"
compliance_code_eu_223189,1A004.a.4.f.,product_trade_compliance.regime_eu_dual,"N-Nonanoylmorpholine, (MPA) (CAS 5299-64-9);"
compliance_code_eu_223190,1A004.b.,product_trade_compliance.regime_eu_dual,"Protective suits, gloves and shoes, specially designed or modified for defence against any of the following:"
compliance_code_eu_223191,1A004.b.1.,product_trade_compliance.regime_eu_dual,"""Biological agents"";"
compliance_code_eu_223192,1A004.b.2.,product_trade_compliance.regime_eu_dual,‘Radioactive materials’; or
compliance_code_eu_223193,1A004.b.3.,product_trade_compliance.regime_eu_dual,Chemical warfare (CW) agents;
compliance_code_eu_223194,1A004.c.,product_trade_compliance.regime_eu_dual,"Detection systems, specially designed or modified for detection or identification of any of the following, and specially designed components therefor:"
compliance_code_eu_223195,1A004.c.1.,product_trade_compliance.regime_eu_dual,"""Biological agents"";"
compliance_code_eu_223196,1A004.c.2.,product_trade_compliance.regime_eu_dual,‘Radioactive materials’; or
compliance_code_eu_223197,1A004.c.3.,product_trade_compliance.regime_eu_dual,Chemical warfare (CW) agents;
compliance_code_eu_223198,1A004.d.,product_trade_compliance.regime_eu_dual,"Electronic equipment designed for automatically detecting or identifying the presence of ""explosives"" residues and utilising ‘trace detection’ techniques (e.g., surface acoustic wave, ion mobility spectrometry, differential mobility spectrometry, mass spectrometry)."
compliance_code_eu_223199,1A005,product_trade_compliance.regime_eu_dual,"Body armour and components therefor, as follows:"
compliance_code_eu_223200,1A005.a.,product_trade_compliance.regime_eu_dual,"Soft body armour not manufactured to military standards or specifications, or to their equivalents, and specially designed components therefor;"
compliance_code_eu_223201,1A005.b.,product_trade_compliance.regime_eu_dual,"Hard body armour plates providing ballistic protection equal to or less than level IIIA (NIJ 0101.06, July 2008), or ""equivalent standards""."
compliance_code_eu_223202,1A006,product_trade_compliance.regime_eu_dual,"Equipment, specially designed or modified for the disposal of Improvised Explosive Devices (IEDs), as follows, and specially designed components and accessories therefor:"
compliance_code_eu_223203,1A006.a.,product_trade_compliance.regime_eu_dual,Remotely operated vehicles;
compliance_code_eu_223204,1A006.b.,product_trade_compliance.regime_eu_dual,‘Disruptors’.
compliance_code_eu_223205,1A007,product_trade_compliance.regime_eu_dual,"Equipment and devices, specially designed to initiate charges and devices containing ""energetic materials"", by electrical means, as follows:"
compliance_code_eu_223206,1A007.a.,product_trade_compliance.regime_eu_dual,Explosive detonator firing sets designed to drive explosive detonators specified in 1A007.b.;
compliance_code_eu_223207,1A007.b.,product_trade_compliance.regime_eu_dual,Electrically driven explosive detonators as follows:
compliance_code_eu_223208,1A007.b.1.,product_trade_compliance.regime_eu_dual,Exploding bridge (EB);
compliance_code_eu_223209,1A007.b.2.,product_trade_compliance.regime_eu_dual,Exploding bridge wire (EBW);
compliance_code_eu_223210,1A007.b.3.,product_trade_compliance.regime_eu_dual,Slapper;
compliance_code_eu_223211,1A007.b.4.,product_trade_compliance.regime_eu_dual,Exploding foil initiators (EFI).
compliance_code_eu_223212,1A008,product_trade_compliance.regime_eu_dual,"Charges, devices and components, as follows:"
compliance_code_eu_223213,1A008.a.,product_trade_compliance.regime_eu_dual,‘Shaped charges’ having all of the following: 1. Net Explosive Quantity (NEQ) greater than 90 g; and 2. Outer casing diameter equal to or greater than 75 mm;
compliance_code_eu_223214,1A008.b.,product_trade_compliance.regime_eu_dual,"Linear shaped cutting charges having all of the following, and specially designed components therefor: 1. An explosive load greater than 40 g/m; and 2. A width of 10 mm or more;"
compliance_code_eu_223215,1A008.c.,product_trade_compliance.regime_eu_dual,Detonating cord with explosive core load greater than 64 g/m;
compliance_code_eu_223216,1A008.d.,product_trade_compliance.regime_eu_dual,"Cutters, other than those specified in 1A008.b., and severing tools, having a Net Explosive Quantity (NEQ) greater than 3,5 kg."
compliance_code_eu_223217,1A102,product_trade_compliance.regime_eu_dual,Resaturated pyrolised carbon-carbon components designed for space launch vehicles specified in 9A004 or sounding rockets specified in 9A104.
