id,class_id:id,classification_code,label_ids:id,limited_quantity,limited_quantity_uom_id:id,name,packing_instruction_ids:id,transport_category,tunnel_restriction_code,un_number
adr_goods_0276,adr_class_1,1.4C,adr_label_1_4,,,"CARTRIDGES, POWER DEVICE","adr_packing_instruction_P134,adr_packing_instruction_LP102",2,E,0276
adr_goods_0277,adr_class_1,1.3C,adr_label_1,,,"CARTRIDGES, OIL WELL","adr_packing_instruction_P134,adr_packing_instruction_LP102",1,C5000D,0277
adr_goods_0278,adr_class_1,1.4C,adr_label_1_4,,,"CARTRIDGES, OIL WELL","adr_packing_instruction_P134,adr_packing_instruction_LP102",2,E,0278
adr_goods_0279,adr_class_1,1.1C,adr_label_1,,,"CHARGES, PROPELLING, FOR CANNON",adr_packing_instruction_P130,1,B1000C,0279
adr_goods_0280,adr_class_1,1.1C,adr_label_1,,,ROCKET MOTORS,"adr_packing_instruction_P130,adr_packing_instruction_LP101",1,B1000C,0280
adr_goods_0281,adr_class_1,1.2C,adr_label_1,,,ROCKET MOTORS,"adr_packing_instruction_P130,adr_packing_instruction_LP101",1,B1000C,0281
adr_goods_0282,adr_class_1,1.1D,adr_label_1,,,"NITROGUANIDINE (PICRITE), dry or wetted with less than 20% water, by mass","adr_packing_instruction_P112a,adr_packing_instruction_P112b,adr_packing_instruction_P112c",1,B1000C,0282
adr_goods_0283,adr_class_1,1.2D,adr_label_1,,,BOOSTERS without detonator,"adr_packing_instruction_P132a,adr_packing_instruction_P132b",1,B1000C,0283
adr_goods_0284,adr_class_1,1.1D,adr_label_1,,,"GRENADES, hand or rifle, with bursting charge",adr_packing_instruction_P141,1,B1000C,0284
adr_goods_0285,adr_class_1,1.2D,adr_label_1,,,"GRENADES, hand or rifle, with bursting charge",adr_packing_instruction_P141,1,B1000C,0285
adr_goods_0286,adr_class_1,1.1D,adr_label_1,,,"WARHEADS, ROCKET with bursting charge","adr_packing_instruction_P130,adr_packing_instruction_LP101",1,B1000C,0286
adr_goods_0287,adr_class_1,1.2D,adr_label_1,,,"WARHEADS, ROCKET with bursting charge","adr_packing_instruction_P130,adr_packing_instruction_LP101",1,B1000C,0287
adr_goods_0288,adr_class_1,1.1D,adr_label_1,,,"CHARGES, SHAPED, FLEXIBLE, LINEAR",adr_packing_instruction_P138,1,B1000C,0288
adr_goods_0289,adr_class_1,1.4D,adr_label_1_4,,,"CORD, DETONATING, flexible",adr_packing_instruction_P139,2,E,0289
adr_goods_0290,adr_class_1,1.1D,adr_label_1,,,"CORD (FUSE), DETONATING, metal clad",adr_packing_instruction_P139,1,B1000C,0290
adr_goods_0291,adr_class_1,1.2F,adr_label_1,,,BOMBS with bursting charge,adr_packing_instruction_P130,1,B1000C,0291
adr_goods_0292,adr_class_1,1.1F,adr_label_1,,,"GRENADES, hand or rifle, with bursting charge",adr_packing_instruction_P141,1,B1000C,0292
adr_goods_0293,adr_class_1,1.2F,adr_label_1,,,"GRENADES, hand or rifle, with bursting charge",adr_packing_instruction_P141,1,B1000C,0293
adr_goods_0294,adr_class_1,1.2F,adr_label_1,,,MINES with bursting charge,adr_packing_instruction_P130,1,B1000C,0294
adr_goods_0295,adr_class_1,1.2F,adr_label_1,,,ROCKETS with bursting charge,adr_packing_instruction_P130,1,B1000C,0295
adr_goods_0296,adr_class_1,1.1F,adr_label_1,,,"SOUNDING DEVICES, EXPLOSIVE","adr_packing_instruction_P134,adr_packing_instruction_LP102",1,B1000C,0296
adr_goods_0297,adr_class_1,1.4G,adr_label_1_4,,,"AMMUNITION, ILLUMINATING with or without burster, expelling charge or propelling charge","adr_packing_instruction_P130,adr_packing_instruction_LP101",2,E,0297
adr_goods_0299,adr_class_1,1.3G,adr_label_1,,,"BOMBS, PHOTO-FLASH","adr_packing_instruction_P130,adr_packing_instruction_LP101",1,C5000D,0299
adr_goods_0300,adr_class_1,1.4G,adr_label_1_4,,,"AMMUNITION, INCENDIARY with or without burster, expelling charge or propelling charge","adr_packing_instruction_P130,adr_packing_instruction_LP101",2,E,0300
adr_goods_0301,adr_class_1,1.4G,"adr_label_1_4,adr_label_6_1,adr_label_8",,,"AMMUNITION, TEAR-PRODUCING with burster, expelling charge or propelling charge","adr_packing_instruction_P130,adr_packing_instruction_LP101",2,E,0301
adr_goods_0303_1dot4G_1dot4_P130/LP101_2,adr_class_1,1.4G,adr_label_1_4,,,"AMMUNITION, SMOKE with or without burster, expelling charge or propelling charge","adr_packing_instruction_P130,adr_packing_instruction_LP101",2,E,0303
adr_goods_0303_1dot4G_1dot4/8_P130/LP101_2,adr_class_1,1.4G,"adr_label_1_4,adr_label_8",,,"AMMUNITION, SMOKE with or without burster, expelling charge or propelling charge, containing corrosive substances","adr_packing_instruction_P130,adr_packing_instruction_LP101",2,E,0303
adr_goods_0303_1dot4G_1dot4/6dot1_P130/LP101_2,adr_class_1,1.4G,"adr_label_1_4,adr_label_6_1",,,"AMMUNITION, SMOKE with or without burster, expelling charge or propelling charge,  containing toxic by inhalation substances","adr_packing_instruction_P130,adr_packing_instruction_LP101",2,E,0303
adr_goods_0305,adr_class_1,1.3G,adr_label_1,,,FLASH POWDER,adr_packing_instruction_P113,1,C5000D,0305
adr_goods_0306,adr_class_1,1.4G,adr_label_1_4,,,TRACERS FOR AMMUNITION,adr_packing_instruction_P133,2,E,0306
adr_goods_0312,adr_class_1,1.4G,adr_label_1_4,,,"CARTRIDGES, SIGNAL",adr_packing_instruction_P135,2,E,0312
adr_goods_0313,adr_class_1,1.2G,adr_label_1,,,"SIGNALS, SMOKE",adr_packing_instruction_P135,1,B1000C,0313
adr_goods_0314,adr_class_1,1.2G,adr_label_1,,,IGNITERS,adr_packing_instruction_P142,1,B1000C,0314
adr_goods_0315,adr_class_1,1.3G,adr_label_1,,,IGNITERS,adr_packing_instruction_P142,1,C5000D,0315
adr_goods_0316,adr_class_1,1.3G,adr_label_1,,,"FUZES, IGNITING",adr_packing_instruction_P141,1,C5000D,0316
adr_goods_0317,adr_class_1,1.4G,adr_label_1_4,,,"FUZES, IGNITING",adr_packing_instruction_P141,2,E,0317
adr_goods_0318,adr_class_1,1.3G,adr_label_1,,,"GRENADES, PRACTICE, hand or rifle",adr_packing_instruction_P141,1,C5000D,0318
adr_goods_0319,adr_class_1,1.3G,adr_label_1,,,"PRIMERS, TUBULAR",adr_packing_instruction_P133,1,C5000D,0319
adr_goods_0320,adr_class_1,1.4G,adr_label_1_4,,,"PRIMERS, TUBULAR",adr_packing_instruction_P133,2,E,0320
adr_goods_0321,adr_class_1,1.2E,adr_label_1,,,CARTRIDGES FOR WEAPONS with bursting charge,"adr_packing_instruction_P130,adr_packing_instruction_LP101",1,B1000C,0321
adr_goods_0322,adr_class_1,1.2L,adr_label_1,,,ROCKET MOTORS WITH HYPERGOLIC LIQUIDS with or without expelling charge,adr_packing_instruction_P101,0,B,0322
adr_goods_0323,adr_class_1,1.4S,adr_label_1_4,,,"CARTRIDGES, POWER DEVICE","adr_packing_instruction_P134,adr_packing_instruction_LP102",4,E,0323
adr_goods_0324,adr_class_1,1.2F,adr_label_1,,,PROJECTILES with bursting charge,adr_packing_instruction_P130,1,B1000C,0324
adr_goods_0325,adr_class_1,1.4G,adr_label_1_4,,,IGNITERS,adr_packing_instruction_P142,2,E,0325
adr_goods_0326,adr_class_1,1.1C,adr_label_1,,,"CARTRIDGES FOR WEAPONS, BLANK",adr_packing_instruction_P130,1,B1000C,0326
adr_goods_0327,adr_class_1,1.3C,adr_label_1,,,"CARTRIDGES FOR WEAPONS, BLANK or CARTRIDGES, SMALL ARMS, BLANK",adr_packing_instruction_P130,1,C5000D,0327
adr_goods_0328,adr_class_1,1.2C,adr_label_1,,,"CARTRIDGES FOR WEAPONS, INERT PROJECTILE","adr_packing_instruction_P130,adr_packing_instruction_LP101",1,B1000C,0328
adr_goods_0329,adr_class_1,1.1E,adr_label_1,,,TORPEDOES with bursting charge,"adr_packing_instruction_P130,adr_packing_instruction_LP101",1,B1000C,0329
adr_goods_0330,adr_class_1,1.1F,adr_label_1,,,TORPEDOES with bursting charge,adr_packing_instruction_P130,1,B1000C,0330
adr_goods_0331,adr_class_1,1.5D,adr_label_1_5,,,"EXPLOSIVE, BLASTING, TYPE B (AGENT, BLASTING, TYPE B)","adr_packing_instruction_P116,adr_packing_instruction_IBC100",1,B1000C,0331
adr_goods_0332,adr_class_1,1.5D,adr_label_1_5,,,"EXPLOSIVE, BLASTING, TYPE E(AGENT, BLASTING, TYPE E)","adr_packing_instruction_P116,adr_packing_instruction_IBC100",1,B1000C,0332
adr_goods_0333,adr_class_1,1.1G,adr_label_1,,,FIREWORKS,adr_packing_instruction_P135,1,B1000C,0333
adr_goods_0334,adr_class_1,1.2G,adr_label_1,,,FIREWORKS,adr_packing_instruction_P135,1,B1000C,0334
adr_goods_0335,adr_class_1,1.3G,adr_label_1,,,FIREWORKS,adr_packing_instruction_P135,1,C5000D,0335
adr_goods_0336,adr_class_1,1.4G,adr_label_1_4,,,FIREWORKS,adr_packing_instruction_P135,2,E,0336
adr_goods_0337,adr_class_1,1.4S,adr_label_1_4,,,FIREWORKS,adr_packing_instruction_P135,4,E,0337
adr_goods_0338,adr_class_1,1.4C,adr_label_1_4,,,"CARTRIDGES FOR WEAPONS, BLANK or CARTRIDGES, SMALL ARMS, BLANK",adr_packing_instruction_P130,2,E,0338
adr_goods_0339,adr_class_1,1.4C,adr_label_1_4,,,"CARTRIDGES FOR WEAPONS, INERT PROJECTILE or CARTRIDGES, SMALL ARMS",adr_packing_instruction_P130,2,E,0339
adr_goods_0340,adr_class_1,1.1D,adr_label_1,,,"NITROCELLULOSE, dry or wetted with less than 25% water (or alcohol), by mass","adr_packing_instruction_P112a,adr_packing_instruction_P112b",1,B1000C,0340
adr_goods_0341,adr_class_1,1.1D,adr_label_1,,,"NITROCELLULOSE, unmodified or plasticized with less than 18% plasticizing substance, by mass",adr_packing_instruction_P112b,1,B1000C,0341
adr_goods_0342,adr_class_1,1.3C,adr_label_1,,,"NITROCELLULOSE, WETTED with not less than 25% alcohol, by mass",adr_packing_instruction_P114a,1,C5000D,0342
adr_goods_0343,adr_class_1,1.3C,adr_label_1,,,"NITROCELLULOSE, PLASTICIZED with not less than 18% plasticizing substance, by mass",adr_packing_instruction_P111,1,C5000D,0343
adr_goods_0344,adr_class_1,1.4D,adr_label_1_4,,,PROJECTILES with bursting charge,"adr_packing_instruction_P130,adr_packing_instruction_LP101",2,E,0344
adr_goods_0345,adr_class_1,1.4S,adr_label_1_4,,,"PROJECTILES, inert with tracer","adr_packing_instruction_P130,adr_packing_instruction_LP101",4,E,0345
adr_goods_0346,adr_class_1,1.2D,adr_label_1,,,PROJECTILES with burster or expelling charge,"adr_packing_instruction_P130,adr_packing_instruction_LP101",1,B1000C,0346
adr_goods_0347,adr_class_1,1.4D,adr_label_1_4,,,PROJECTILES with burster or expelling charge,"adr_packing_instruction_P130,adr_packing_instruction_LP101",2,E,0347
adr_goods_0348,adr_class_1,1.4F,adr_label_1_4,,,CARTRIDGES FOR WEAPONS with bursting charge,adr_packing_instruction_P130,2,E,0348
adr_goods_0349,adr_class_1,1.4S,adr_label_1_4,,,"ARTICLES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,4,E,0349
adr_goods_0350,adr_class_1,1.4B,adr_label_1_4,,,"ARTICLES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,2,E,0350
adr_goods_0351,adr_class_1,1.4C,adr_label_1_4,,,"ARTICLES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,2,E,0351
adr_goods_0352,adr_class_1,1.4D,adr_label_1_4,,,"ARTICLES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,2,E,0352
adr_goods_0353,adr_class_1,1.4G,adr_label_1_4,,,"ARTICLES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,2,E,0353
adr_goods_0354,adr_class_1,1.1L,adr_label_1,,,"ARTICLES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,0,B,0354
adr_goods_0355,adr_class_1,1.2L,adr_label_1,,,"ARTICLES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,0,B,0355
adr_goods_0356,adr_class_1,1.3L,adr_label_1,,,"ARTICLES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,0,B,0356
adr_goods_0357,adr_class_1,1.1L,adr_label_1,,,"SUBSTANCES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,0,B,0357
adr_goods_0358,adr_class_1,1.2L,adr_label_1,,,"SUBSTANCES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,0,B,0358
adr_goods_0359,adr_class_1,1.3L,adr_label_1,,,"SUBSTANCES, EXPLOSIVE, N.O.S.",adr_packing_instruction_P101,0,B,0359
adr_goods_0360,adr_class_1,1.1B,adr_label_1,,,"DETONATOR ASSEMBLIES, NON-ELECTRIC for blasting",adr_packing_instruction_P131,1,B1000C,0360
adr_goods_0361,adr_class_1,1.4B,adr_label_1_4,,,"DETONATOR ASSEMBLIES, NON-ELECTRIC for blasting",adr_packing_instruction_P131,2,E,0361
adr_goods_0362,adr_class_1,1.4G,adr_label_1_4,,,"AMMUNITION, PRACTICE","adr_packing_instruction_P130,adr_packing_instruction_LP101",2,E,0362
adr_goods_0363,adr_class_1,1.4G,adr_label_1_4,,,"AMMUNITION, PROOF","adr_packing_instruction_P130,adr_packing_instruction_LP101",2,E,0363
adr_goods_0364,adr_class_1,1.2B,adr_label_1,,,DETONATORS FOR AMMUNITION,adr_packing_instruction_P133,1,B1000C,0364
adr_goods_0365,adr_class_1,1.4B,adr_label_1_4,,,DETONATORS FOR AMMUNITION,adr_packing_instruction_P133,2,E,0365
adr_goods_0366,adr_class_1,1.4S,adr_label_1_4,,,DETONATORS FOR AMMUNITION,adr_packing_instruction_P133,4,E,0366
adr_goods_0367,adr_class_1,1.4S,adr_label_1_4,,,"FUZES, DETONATING",adr_packing_instruction_P141,4,E,0367
adr_goods_0368,adr_class_1,1.4S,adr_label_1_4,,,"FUZES, IGNITING",adr_packing_instruction_P141,4,E,0368
adr_goods_0369,adr_class_1,1.1F,adr_label_1,,,"WARHEADS, ROCKET with bursting charge",adr_packing_instruction_P130,1,B1000C,0369
adr_goods_0370,adr_class_1,1.4D,adr_label_1_4,,,"WARHEADS, ROCKET with burster or expelling charge","adr_packing_instruction_P130,adr_packing_instruction_LP101",2,E,0370
adr_goods_0371,adr_class_1,1.4F,adr_label_1_4,,,"WARHEADS, ROCKET with burster or expelling charge",adr_packing_instruction_P130,2,E,0371
adr_goods_0372,adr_class_1,1.2G,adr_label_1,,,"GRENADES, PRACTICE, hand or rifle",adr_packing_instruction_P141,1,B1000C,0372
adr_goods_0373,adr_class_1,1.4S,adr_label_1_4,,,"SIGNAL DEVICES, HAND",adr_packing_instruction_P135,4,E,0373
adr_goods_0374,adr_class_1,1.1D,adr_label_1,,,"SOUNDING DEVICES, EXPLOSIVE","adr_packing_instruction_P134,adr_packing_instruction_LP102",1,B1000C,0374
adr_goods_0375,adr_class_1,1.2D,adr_label_1,,,"SOUNDING DEVICES, EXPLOSIVE","adr_packing_instruction_P134,adr_packing_instruction_LP102",1,B1000C,0375
adr_goods_0376,adr_class_1,1.4S,adr_label_1_4,,,"PRIMERS, TUBULAR",adr_packing_instruction_P133,4,E,0376
adr_goods_0377,adr_class_1,1.1B,adr_label_1,,,"PRIMERS, CAP TYPE",adr_packing_instruction_P133,1,B1000C,0377
adr_goods_0378,adr_class_1,1.4B,adr_label_1_4,,,"PRIMERS, CAP TYPE",adr_packing_instruction_P133,2,E,0378
adr_goods_0379,adr_class_1,1.4C,adr_label_1_4,,,"CASES, CARTRIDGE, EMPTY, WITH PRIMER",adr_packing_instruction_P136,2,E,0379
adr_goods_0380,adr_class_1,1.2L,adr_label_1,,,"ARTICLES, PYROPHORIC",adr_packing_instruction_P101,0,B,0380
adr_goods_0381,adr_class_1,1.2C,adr_label_1,,,"CARTRIDGES, POWER DEVICE","adr_packing_instruction_P134,adr_packing_instruction_LP102",1,B1000C,0381
adr_goods_0382,adr_class_1,1.2B,adr_label_1,,,"COMPONENTS, EXPLOSIVE TRAIN, N.O.S.",adr_packing_instruction_P101,1,B1000C,0382
adr_goods_0383,adr_class_1,1.4B,adr_label_1_4,,,"COMPONENTS, EXPLOSIVE TRAIN, N.O.S.",adr_packing_instruction_P101,2,E,0383
adr_goods_0384,adr_class_1,1.4S,adr_label_1_4,,,"COMPONENTS, EXPLOSIVE TRAIN, N.O.S.",adr_packing_instruction_P101,4,E,0384
adr_goods_0385,adr_class_1,1.1D,adr_label_1,,,5-NITROBENZOTRIAZOL,"adr_packing_instruction_P112b,adr_packing_instruction_P112c",1,B1000C,0385
adr_goods_0386,adr_class_1,1.1D,adr_label_1,,,TRINITROBENZENE-SULPHONIC ACID,"adr_packing_instruction_P112b,adr_packing_instruction_P112c",1,B1000C,0386
adr_goods_0387,adr_class_1,1.1D,adr_label_1,,,TRINITROFLUORENONE,"adr_packing_instruction_P112b,adr_packing_instruction_P112c",1,B1000C,0387
adr_goods_0388,adr_class_1,1.1D,adr_label_1,,,TRINITROTOLUENE (TNT) AND TRINITROBENZENE MIXTURE or TRINITROTOLUENE (TNT) AND HEXANITROSTILBENE MIXTURE,"adr_packing_instruction_P112b,adr_packing_instruction_P112c",1,B1000C,0388
adr_goods_0389,adr_class_1,1.1D,adr_label_1,,,TRINITROTOLUENE (TNT) MIXTURE CONTAINING TRINITROBENZENE AND HEXANITROSTILBENE,"adr_packing_instruction_P112b,adr_packing_instruction_P112c",1,B1000C,0389
adr_goods_0390,adr_class_1,1.1D,adr_label_1,,,TRITONAL,"adr_packing_instruction_P112b,adr_packing_instruction_P112c",1,B1000C,0390
adr_goods_0391,adr_class_1,1.1D,adr_label_1,,,"CYCLOTRIMETHYLENE-TRINITRAMINE (CYCLONITE; HEXOGEN; RDX) AND CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX; OCTOGEN) MIXTURE, WETTED with not less than 15% water, by mass or DESENSITIZED with not less than 10% phlegmatiser by mass","adr_packing_instruction_P112a,adr_packing_instruction_P112b",1,B1000C,0391
adr_goods_0392,adr_class_1,1.1D,adr_label_1,,,HEXANITROSTILBENE,"adr_packing_instruction_P112b,adr_packing_instruction_P112c",1,B1000C,0392
adr_goods_0393,adr_class_1,1.1D,adr_label_1,,,HEXOTONAL,adr_packing_instruction_P112b,1,B1000C,0393
adr_goods_0394,adr_class_1,1.1D,adr_label_1,,,"TRINITRORESORCINOL (STYPHNIC ACID), WETTED with not less than 20% water, or mixture of alcohol and water, by mass",adr_packing_instruction_P112a,1,B1000C,0394
adr_goods_0395,adr_class_1,1.2J,adr_label_1,,,"ROCKET MOTORS, LIQUID FUELLED",adr_packing_instruction_P101,1,B1000C,0395
adr_goods_0396,adr_class_1,1.3J,adr_label_1,,,"ROCKET MOTORS, LIQUID FUELLED",adr_packing_instruction_P101,1,C,0396
adr_goods_0397,adr_class_1,1.1J,adr_label_1,,,"ROCKETS, LIQUID FUELLED with bursting charge",adr_packing_instruction_P101,1,B1000C,0397
adr_goods_0398,adr_class_1,1.2J,adr_label_1,,,"ROCKETS, LIQUID FUELLED with bursting charge",adr_packing_instruction_P101,1,B1000C,0398
adr_goods_0399,adr_class_1,1.1J,adr_label_1,,,BOMBS WITH FLAMMABLE LIQUID with bursting charge,adr_packing_instruction_P101,1,B1000C,0399
adr_goods_0400,adr_class_1,1.2J,adr_label_1,,,BOMBS WITH FLAMMABLE LIQUID with bursting charge,adr_packing_instruction_P101,1,B1000C,0400
adr_goods_0401,adr_class_1,1.1D,adr_label_1,,,"DIPICRYL SULPHIDE, dry or wetted with less than 10% water, by mass","adr_packing_instruction_P112a,adr_packing_instruction_P112b,adr_packing_instruction_P112c",1,B1000C,0401
adr_goods_0402,adr_class_1,1.1D,adr_label_1,,,AMMONIUM PERCHLORATE,"adr_packing_instruction_P112b,adr_packing_instruction_P112c",1,B1000C,0402
adr_goods_0403,adr_class_1,1.4G,adr_label_1_4,,,"FLARES, AERIAL",adr_packing_instruction_P135,2,E,0403
adr_goods_0404,adr_class_1,1.4S,adr_label_1_4,,,"FLARES, AERIAL",adr_packing_instruction_P135,4,E,0404
adr_goods_0405,adr_class_1,1.4S,adr_label_1_4,,,"CARTRIDGES, SIGNAL",adr_packing_instruction_P135,4,E,0405
adr_goods_0406,adr_class_1,1.3C,adr_label_1,,,DINITROSOBENZENE,adr_packing_instruction_P114b,1,C5000D,0406
adr_goods_0407,adr_class_1,1.4C,adr_label_1_4,,,TETRAZOL-1-ACETIC ACID,adr_packing_instruction_P114b,2,E,0407
adr_goods_0408,adr_class_1,1.1D,adr_label_1,,,"FUZES, DETONATING with protective features",adr_packing_instruction_P141,1,B1000C,0408
adr_goods_0409,adr_class_1,1.2D,adr_label_1,,,"FUZES, DETONATING with protective features",adr_packing_instruction_P141,1,B1000C,0409
adr_goods_0410,adr_class_1,1.4D,adr_label_1_4,,,"FUZES, DETONATING with protective features",adr_packing_instruction_P141,2,E,0410
adr_goods_0411,adr_class_1,1.1D,adr_label_1,,,"PENTAERYTHRITE TETRANITRATE (PENTAERYTHRITOL TETRANITRATE; PETN) with not less than 7% wax, by mass","adr_packing_instruction_P112b,adr_packing_instruction_P112c",1,B1000C,0411
adr_goods_0412,adr_class_1,1.4E,adr_label_1_4,,,CARTRIDGES FOR WEAPONS with bursting charge,"adr_packing_instruction_P130,adr_packing_instruction_LP101",2,E,0412
adr_goods_0413,adr_class_1,1.2C,adr_label_1,,,"CARTRIDGES FOR WEAPONS, BLANK",adr_packing_instruction_P130,1,B1000C,0413
adr_goods_0414,adr_class_1,1.2C,adr_label_1,,,"CHARGES, PROPELLING, FOR CANNON",adr_packing_instruction_P130,1,B1000C,0414
adr_goods_0415,adr_class_1,1.2C,adr_label_1,,,"CHARGES, PROPELLING",adr_packing_instruction_P143,1,B1000C,0415
adr_goods_0417,adr_class_1,1.3C,adr_label_1,,,"CARTRIDGES FOR WEAPONS, INERT PROJECTILE or CARTRIDGES, SMALL ARMS",adr_packing_instruction_P130,1,C5000D,0417
adr_goods_0418,adr_class_1,1.1G,adr_label_1,,,"FLARES, SURFACE",adr_packing_instruction_P135,1,B1000C,0418
adr_goods_0419,adr_class_1,1.2G,adr_label_1,,,"FLARES, SURFACE",adr_packing_instruction_P135,1,B1000C,0419
adr_goods_0420,adr_class_1,1.1G,adr_label_1,,,"FLARES, AERIAL",adr_packing_instruction_P135,1,B1000C,0420
adr_goods_0421,adr_class_1,1.2G,adr_label_1,,,"FLARES, AERIAL",adr_packing_instruction_P135,1,B1000C,0421
adr_goods_0424,adr_class_1,1.3G,adr_label_1,,,"PROJECTILES, inert with tracer","adr_packing_instruction_P130,adr_packing_instruction_LP101",1,C5000D,0424
adr_goods_0425,adr_class_1,1.4G,adr_label_1_4,,,"PROJECTILES, inert with tracer","adr_packing_instruction_P130,adr_packing_instruction_LP101",2,E,0425
adr_goods_0426,adr_class_1,1.2F,adr_label_1,,,PROJECTILES with burster or expelling charge,adr_packing_instruction_P130,1,B1000C,0426
adr_goods_0427,adr_class_1,1.4F,adr_label_1_4,,,PROJECTILES with burster or expelling charge,adr_packing_instruction_P130,2,E,0427
adr_goods_0428,adr_class_1,1.1G,adr_label_1,,,"ARTICLES, PYROTECHNIC for technical purposes",adr_packing_instruction_P135,1,B1000C,0428
adr_goods_0429,adr_class_1,1.2G,adr_label_1,,,"ARTICLES, PYROTECHNIC for technical purposes",adr_packing_instruction_P135,1,B1000C,0429
adr_goods_0430,adr_class_1,1.3G,adr_label_1,,,"ARTICLES, PYROTECHNIC for technical purposes",adr_packing_instruction_P135,1,C5000D,0430
